TimeStamp_SmartWatch_Acc,TimeStamp_SmartWatch_Gyro,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Total Entry Count,99
191215237,191223165,-0.091,-5.127,8.483,-0.008,-0.000,-0.000,,,191215350,191223278
191216217,191215429,-0.005,-5.452,8.383,-0.010,-5.218,8.570,,,191216330,191215542
191216486,191223383,-0.053,-5.538,8.378,-0.040,0.001,0.007,,,191216599,191223496
191216967,191223399,0.191,-4.672,8.675,-0.059,0.001,0.007,,,191217080,191223512
191224769,191215602,0.241,-0.027,-0.004,-0.163,-5.333,8.474,,,191224882,191215715
191217158,191215621,0.019,-5.184,8.550,-0.206,-5.366,8.340,,,191217271,191215734
191217274,191223450,-0.110,-5.558,8.273,-0.046,-0.027,0.014,,,191217387,191223563
191225002,191215660,-0.085,0.013,0.019,0.014,-4.830,8.618,,,191225115,191215773
191217350,191223462,-0.000,-5.601,8.373,-0.027,-0.029,0.007,,,191217463,191223575
191225002,191215678,-0.085,0.013,0.019,-0.067,-5.313,8.464,,,191225115,191215791
191217350,191223554,-0.000,-5.601,8.373,0.074,-0.044,-0.031,,,191217463,191223667
191225002,191215774,-0.085,0.013,0.019,-0.196,-5.194,8.708,,,191225115,191215887
191217350,191223578,-0.000,-5.601,8.373,-0.053,-0.032,-0.047,,,191217463,191223691
191225126,191215792,-0.108,0.009,0.035,0.129,-5.917,8.522,,,191225239,191215905
191217427,191223602,-0.101,-5.711,8.249,0.028,-0.018,-0.003,,,191217540,191223715
191217600,191215833,-0.053,-5.625,8.278,0.105,-4.739,8.522,,,191217713,191215946
191225257,191223627,-0.021,-0.020,-0.032,0.053,0.026,0.022,,,191225370,191223740
191217638,191215870,-0.000,-5.864,8.234,-0.000,-5.328,8.254,,,191217751,191215983
191217909,191223640,1.187,-9.235,8.646,0.087,0.029,0.025,,,191218022,191223753
191225575,191216177,0.018,0.866,1.909,-0.014,-5.294,8.388,,,191225688,191216290
191217909,191223864,1.187,-9.235,8.646,-0.047,-0.002,0.008,,,191218022,191223977
191225575,191216217,0.018,0.866,1.909,-0.005,-5.452,8.383,,,191225688,191216330
191217909,191223876,1.187,-9.235,8.646,-0.070,0.012,0.011,,,191218022,191223989
